userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,category,sub_topic,top_emotion,emotion_confidence,risk_score,priority_level
User_9587,,"Very bad app ,worst does not work while it is needed , no option to choose the vehicle model... terrified..",1,0,4.554.10001,2024-11-29 16:15:10,,,4.554.10001,Safety/Critical,App UI & Technical Feedback,fear,0.8881668448448181,8.881668448448181,Tier 1: Immediate Intervention
User_4122,,Horrible experience in my second last review,1,0,4.549.10000,2024-12-09 20:17:12,,,4.549.10000,Safety/Critical,Emergency/Safety Concerns,fear,0.8682669401168823,8.682669401168823,Tier 1: Immediate Intervention
User_10365,,"Absolutely terrible, booked and it showed me a amount within my budget, when i reached my destination, the amount showed almost 50% more then it was when i got in the vehicle,... So the amount fluctuates",1,0,4.520.10000,2024-11-27 23:29:06,,,4.520.10000,Safety/Critical,Billing & Overcharging,fear,0.8172492980957031,8.172492980957031,Tier 1: Immediate Intervention
User_8210,,Horrible company! These people will not get another penny from me,1,0,4.554.10001,2024-12-01 23:28:20,,,4.554.10001,Safety/Critical,Value for Money,fear,0.8130894303321838,8.130894303321838,Tier 1: Immediate Intervention
User_3805,,Uninstalling this scary app. I had a bad experience with driver and I escalated the issue and there is no action or response from this app.,1,1,4.555.10003,2024-12-10 14:41:48,,,4.555.10003,Safety/Critical,Emergency/Safety Concerns,fear,0.7326791286468506,8.019938467028451,Tier 1: Immediate Intervention
User_10437,,My experience with uber was frightening. It shows one location and took me to a lonely dark road. My location was govindpuri and it stopped on highway near ito. I would like to give 0 rating if I can. Hate you uber. This is jeopardy of my safety.,1,0,4.553.10000,2024-11-27 20:57:29,,,4.553.10000,Safety/Critical,Emergency/Safety Concerns,fear,0.7980905175209045,7.980905175209045,Tier 2: Urgent Investigation
User_7505,,"Ubers pricing is ridiculous, especially since I know that they aren't paying the drivers enough, I used to pay 7-10 dollars for a 7 minute trip to work, but now it's more than double for the same trip, there is absolutely no reason they should be charging 17-20$ for a 7 minute trip, it's absolutely outrageous and predatory, my advice, find a cheaper alternative.",1,42,4.554.10001,2024-12-03 03:26:46,,,4.554.10001,Safety/Critical,Billing & Overcharging,annoyance,0.7023143172264099,7.975086019052021,Tier 2: Urgent Investigation
User_8636,,"The app is of very poor quality. My location and the route are not synchronized with the map. When you move the map, the route and my location shift incorrectly in relation to map. This makes it very difficult to find the driver, especially in unfamiliar locations. That’s not the only issue, but this one is by far the most frustrating.",2,28,4.554.10001,2024-12-01 08:12:12,,,4.554.10001,Safety/Critical,App UI & Technical Feedback,annoyance,0.7342274188995361,7.772660343383691,Tier 2: Urgent Investigation
User_6628,,"I am extremely disappointed with Uber's surge pricing. Recently, I encountered fares that were 50 times higher than normal, which is simply unacceptable. This kind of pricing means that one ride could cover my transportation costs for four days! It's frustrating to see prices skyrocket just when I need a ride the most. I will be reconsidering my options for transportation in the future and may not book an Uber again if this trend continues.",1,65,4.554.10001,2024-12-04 18:49:20,,,4.554.10001,Safety/Critical,Billing & Overcharging,disappointment,0.7145774364471436,7.762541924262143,Tier 2: Urgent Investigation
User_8481,,The weather was terrible and driver drove safe,5,0,4.554.10001,2024-12-01 14:03:16,,,4.554.10001,Safety/Critical,Emergency/Safety Concerns,fear,0.7634378671646118,7.634378671646118,Tier 2: Urgent Investigation
User_9925,,I feel unsafe using this app in egypt,1,0,,2024-11-28 22:43:34,,,,Safety/Critical,Emergency/Safety Concerns,fear,0.7378628253936768,7.378628253936768,Tier 2: Urgent Investigation
User_4410,,"I hate this company, drivers run a gang to artificially drive up prices and ratings don't do anything. I hate that I have to use this.",1,0,4.555.10003,2024-12-09 06:59:38,,,4.555.10003,Safety/Critical,Billing & Overcharging,anger,0.7974410653114319,7.176969587802887,Tier 2: Urgent Investigation
User_10827,,STOP ALL,1,0,4.553.10000,2024-11-27 05:50:38,,,4.553.10000,Safety/Critical,Speeding & Reckless Driving,anger,0.7919886708259583,7.127898037433624,Tier 2: Urgent Investigation
User_11242,,Horrible... you coming to get me or not.... Hate Liberals that can't answer easy questions..... Redicilous!,1,0,,2024-11-26 12:10:33,,,,Safety/Critical,Emergency/Safety Concerns,fear,0.7031842470169067,7.031842470169067,Tier 2: Urgent Investigation
User_6064,,Scammed for £4.81 robbing bastards,1,0,,2024-12-05 20:01:23,,,,Safety/Critical,Billing & Overcharging,anger,0.7772526741027832,6.995274066925049,Tier 2: Urgent Investigation
User_11311,,"Very disappointed in Uber. I use them twice a day, 5 days a week to get to work and back home. I live 3 minutes from my work and for the past year the rates have been $5 or $6. All of a sudden they charge an average of 10 to 20$. And I've never missed a tip to the drivers. I'm stuck because I need the ride but I can't afford it anymore. When your prices go back down you'll get the 5 star rating I gave at the start",5,15,4.553.10000,2024-11-26 08:45:24,,,4.553.10000,Safety/Critical,Billing & Overcharging,disappointment,0.8100665807723999,6.822921626101781,Tier 2: Urgent Investigation
